SSID,BSSID,MANUFACTURER,SIGNAL,High Signal,RSSI,High RSSI,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,BTX,OTX,NETWORK TYPE,LABEL,LATITUDE,LONGITUDE,SATELLITES,HDOP,ALTITUDE,HEIGHT OF GEOID,SPEED(km/h),SPEED(MPH),TRACK ANGLE,DATE(UTC),TIME(UTC),name,network_id,signal,frequency,longitude,latitude
Shinjuku-POS,50:0f:f5:16:01:79,"Tenda Technology Co.,Ltd.Dongguan branch",38,38,-80,-80,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:10:56.693,Shinjuku-POS,50:0f:f5:16:01:79,-63,2412,102.62393482377878,17.990917268483997
My VW 6431 5G,a2:cd:f3:93:a0:51,Unknown,57,57,-74,-74,WPA2-Personal,CCMP,802.11ac,153,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:10:58.472,My VW 6431 5G,a2:cd:f3:93:a0:51,-74,5765,102.6239351987988,17.99092066156588
Tenda_84AD40,08:40:f3:84:ad:45,"Tenda Technology Co.,Ltd.Dongguan branch",22,22,-87,-87,Open,,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:10:59.877,Tenda_84AD40,08:40:f3:84:ad:45,-76,5745,102.62374141756476,17.989430930778894
YOFOTO,d0:96:fb:78:b8:0f,DZS Inc.,31,80,-83,-64,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:02.397,YOFOTO,d0:96:fb:78:b8:0f,-44,2462,102.6239129202651,17.990023954835898
GTA 2,24:43:e2:91:bb:a1,DASAN Network Solutions,20,22,-88,-87,WPA2-Personal,CCMP,802.11ac,48,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:04.047,GTA 2,24:43:e2:91:bb:a1,-63,5240,102.62386020926871,17.989618309932123
phada,b0:8b:92:75:db:9e,zte corporation,62,62,-72,-72,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:05.787,phada,b0:8b:92:75:db:9e,-72,2412,102.6239129202651,17.990023954835898
FreeMan,e8:f6:54:7e:cb:61,"HUAWEI TECHNOLOGIES CO.,LTD",40,40,-79,-79,WPA2-Personal,CCMP,802.11ax,44,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:05.787,FreeMan,e8:f6:54:7e:cb:61,-75,5220,102.6238209162641,17.989727359248892
FreeMan,e8:f6:54:7e:cb:5c,"HUAWEI TECHNOLOGIES CO.,LTD",26,26,-85,-85,WPA2-Personal,CCMP,802.11ac,5,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:05.787,FreeMan,e8:f6:54:7e:cb:5c,-62,2432,102.6238209162641,17.989727359248892
COVID-19,b0:a7:b9:7b:75:3a,TP-Link Corporation Limited,33,33,-82,-82,WPA2-Personal,CCMP,802.11ac,10,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:05.787,COVID-19,b0:a7:b9:7b:75:3a,-74,2457,102.6239129202651,17.990023954835898
COVID-19,b0:a7:b9:7b:75:52,TP-Link Corporation Limited,29,29,-84,-84,WPA2-Personal,CCMP,802.11ac,10,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:05.787,COVID-19,b0:a7:b9:7b:75:52,-70,2457,102.6239129202651,17.990023954835898
"UNITEL_Oxymora Laos Co., Ltd.",d0:96:fb:78:b6:47,DZS Inc.,35,35,-81,-81,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:05.787,"UNITEL_Oxymora Laos Co., Ltd.",d0:96:fb:78:b6:47,-68,2452,102.6238209162641,17.989727359248892
souphattar nursery,b0:8b:92:75:72:1a,zte corporation,35,35,-81,-81,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:05.787,souphattar nursery,b0:8b:92:75:72:1a,-72,2417,102.62392247401016,17.990532930824404
Lod_iPhone,02:a5:a4:73:c3:2b,Unknown,24,26,-86,-85,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:10.171,Lod_iPhone,02:a5:a4:73:c3:2b,-76,2437,102.62191908420024,17.992164699077723
Souvanhnee,b0:8b:92:76:0f:d0,zte corporation,38,38,-80,-80,WPA2-Personal,CCMP,802.11n,5,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:10.171,Souvanhnee,b0:8b:92:76:0f:d0,-69,2432,102.62392247401016,17.990532930824404
Vardsana,64:5e:10:6d:90:3c,"HUAWEI TECHNOLOGIES CO.,LTD",38,38,-80,-80,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:10.171,Vardsana,64:5e:10:6d:90:3c,-74,5745,102.62385243095298,17.99048199280323
Vardsana,64:5e:10:6d:90:38,"HUAWEI TECHNOLOGIES CO.,LTD",29,29,-84,-84,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:10.171,Vardsana,64:5e:10:6d:90:38,-69,2427,102.6238379422095,17.99007803693125
ETL-Wifi,14:cc:20:69:ff:64,"TP-LINK TECHNOLOGIES CO.,LTD.",60,60,-73,-73,WPA2-Personal,TKIP,802.11g,10,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:10.171,ETL-Wifi,14:cc:20:69:ff:64,-62,2457,102.62387736809504,17.99011407152593
UNITEL_dECFC5_5G,58:d3:12:e3:06:a8,Unknown,22,22,-87,-87,WPA2-Personal,CCMP,802.11ac,52,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:10.171,UNITEL_dECFC5_5G,58:d3:12:e3:06:a8,-73,5260,102.62387736809504,17.99011407152593
Goft SLV,58:d3:12:e3:06:a7,Unknown,72,72,-68,-68,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:10.171,Goft SLV,58:d3:12:e3:06:a7,-63,2422,102.6222111555904,17.99202089726613
NOVA_CF78,58:d9:d5:a3:cf:79,"Tenda Technology Co.,Ltd.Dongguan branch",43,43,-78,-78,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:10.171,NOVA_CF78,58:d9:d5:a3:cf:79,-69,2437,102.6238379422095,17.99007803693125
HUAWEI Y9 2019JBL,90:2b:d2:7b:43:c3,"HUAWEI TECHNOLOGIES CO.,LTD",18,18,-89,-89,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:10.171,HUAWEI Y9 2019JBL,90:2b:d2:7b:43:c3,-80,2412,102.62395030774285,17.99033408795058
Phouangkeo,38:bc:01:cb:0b:34,"HUAWEI TECHNOLOGIES CO.,LTD",57,57,-74,-74,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:10.171,Phouangkeo,38:bc:01:cb:0b:34,-68,2412,102.6238379422095,17.99007803693125
Varee Books Cafe,18:e8:29:41:8e:48,Ubiquiti Inc,40,40,-79,-79,Open,,802.11n,11,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:12.983,Varee Books Cafe,18:e8:29:41:8e:48,-70,2462,102.6222111555904,17.99202089726613
Varee Books Cafe,18:e8:29:41:8e:49,Ubiquiti Inc,31,31,-83,-83,Open,,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:12.983,Varee Books Cafe,18:e8:29:41:8e:49,-76,5180,102.6239482673722,17.99055663280633
Chansyhome,7c:a2:3e:ad:ad:80,"HUAWEI TECHNOLOGIES CO.,LTD",60,60,-73,-73,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:12.983,Chansyhome,7c:a2:3e:ad:ad:80,-76,2447,102.62387736809504,17.99011407152593
Kiwi soccer,94:00:b0:0a:52:ac,"HUAWEI TECHNOLOGIES CO.,LTD",18,18,-89,-89,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:12.983,Kiwi soccer,94:00:b0:0a:52:ac,-77,5180,102.62397681121205,17.990718291081784
Kiwi soccer,94:00:b0:0a:52:a8,"HUAWEI TECHNOLOGIES CO.,LTD",62,62,-72,-72,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:12.983,Kiwi soccer,94:00:b0:0a:52:a8,-69,2432,102.62191908420024,17.992164699077723
Hom signature,60:d7:55:e4:1e:3c,"HUAWEI TECHNOLOGIES CO.,LTD",20,67,-88,-70,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:14.930,Hom signature,60:d7:55:e4:1e:3c,-70,5745,102.62185367099056,17.992199357997393
GS,68:72:51:5e:d8:d0,Ubiquiti Inc,38,40,-80,-79,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:14.930,GS,68:72:51:5e:d8:d0,-72,2462,102.6222111555904,17.99202089726613
Sysouk06,b4:04:21:87:aa:a8,zte corporation,43,46,-78,-77,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:14.930,Sysouk06,b4:04:21:87:aa:a8,-50,2422,102.62301618745666,17.991566588264728
Heuangsy,b4:04:21:87:e9:18,zte corporation,33,33,-82,-82,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:14.930,Heuangsy,b4:04:21:87:e9:18,-69,2447,102.62238073232616,17.99195143721376
GS_HOME,68:72:51:12:ce:15,Ubiquiti Inc,50,50,-76,-76,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:14.930,GS_HOME,68:72:51:12:ce:15,-62,2412,102.6239482673722,17.99055663280633
Hom signature,60:d7:55:e4:1e:38,"HUAWEI TECHNOLOGIES CO.,LTD",35,62,-81,-72,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:17.133,Hom signature,60:d7:55:e4:1e:38,-64,2462,102.62191908420024,17.992164699077723
UNITEL_Noy,5c:92:5e:b7:0e:1c,Zioncom Electronics (Shenzhen) Ltd.,86,86,-54,-54,WPA2-Personal,CCMP,802.11ac,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:17.133,UNITEL_Noy,5c:92:5e:b7:0e:1c,-49,2412,102.62238073232616,17.99195143721376
Hung david,dc:21:e2:98:3a:4c,"HUAWEI TECHNOLOGIES CO.,LTD",35,50,-81,-76,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:17.133,Hung david,dc:21:e2:98:3a:4c,-79,5180,102.6239351987988,17.99092066156588
Hung david,dc:21:e2:98:3a:48,"HUAWEI TECHNOLOGIES CO.,LTD",53,62,-75,-72,WPA2-Personal,CCMP,802.11n,7,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:17.133,Hung david,dc:21:e2:98:3a:48,-72,2442,102.62191908420024,17.992164699077723
cheng shi wifi3,d4:e8:53:cf:70:d1,"Hangzhou Hikvision Digital Technology Co.,Ltd.",18,18,-89,-89,WPA2-Personal,CCMP,802.11n,10,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:19.036,cheng shi wifi3,d4:e8:53:cf:70:d1,-72,2457,102.62292351767508,17.99161559474531
Boun song 23 5G,5c:64:7a:c0:91:7c,"HUAWEI TECHNOLOGIES CO.,LTD",14,24,-91,-86,WPA2-Personal,CCMP,802.11ax,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:20.688,Boun song 23 5G,5c:64:7a:c0:91:7c,-63,5180,102.6222111555904,17.99202089726613
vithaya,b0:8b:92:75:7d:4e,zte corporation,40,70,-79,-69,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:22.406,vithaya,b0:8b:92:75:7d:4e,-72,2447,102.62303535052727,17.99155596736644
Boun song 23 2.4G,5c:64:7a:c0:91:78,"HUAWEI TECHNOLOGIES CO.,LTD",16,16,-90,-90,WPA2-Personal,CCMP,802.11ax,9,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:22.406,Boun song 23 2.4G,5c:64:7a:c0:91:78,-64,2452,102.62238073232616,17.99195143721376
Showa hotel 2,e8:f6:54:bd:3c:90,"HUAWEI TECHNOLOGIES CO.,LTD",22,22,-87,-87,WPA2-Personal,CCMP,802.11ac,5,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:25.460,Showa hotel 2,e8:f6:54:bd:3c:90,-76,2432,102.62205618712824,17.992093470961567
TUI HARLEY,fa:23:d2:48:a5:17,Unknown,26,43,-85,-78,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:28.401,TUI HARLEY,fa:23:d2:48:a5:17,-76,2437,102.62191908420024,17.992164699077723
UNITEL_UNITEL_Life Freedom,5c:92:5e:c7:34:ac,Zioncom Electronics (Shenzhen) Ltd.,16,57,-90,-74,WPA2-Personal,CCMP,802.11ac,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:33.822,UNITEL_UNITEL_Life Freedom,5c:92:5e:c7:34:ac,-53,2412,102.6226096763838,17.991850110237877
Hung phat furniture,b4:04:21:87:dc:dc,zte corporation,22,29,-87,-84,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:33.822,Hung phat furniture,b4:04:21:87:dc:dc,-55,2452,102.62191908420024,17.992164699077723
Tou1,f4:28:54:02:7b:28,Unknown,20,20,-88,-88,WPA2-Personal,CCMP,802.11ac,8,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:40.205,Tou1,f4:28:54:02:7b:28,-80,2447,102.6239348207421,17.990917280606922
70mai_d05_11d1,b8:de:5e:af:11:d1,LONGCHEER TELECOMMUNICATION LIMITED,33,57,-82,-74,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:11:57.371,70mai_d05_11d1,b8:de:5e:af:11:d1,-72,2437,102.62303535052727,17.99155596736644
Lam nco,42:ee:ea:e1:fd:e5,Unknown,62,62,-72,-72,WPA2-Personal,CCMP,802.11ac,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:06.741,Lam nco,42:ee:ea:e1:fd:e5,-74,2437,102.62393765797266,17.990966463143533
Laoglobal5,14:4d:67:53:ca:18,Zioncom Electronics (Shenzhen) Ltd.,65,65,-71,-71,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:12.478,Laoglobal5,14:4d:67:53:ca:18,-69,2437,102.62393765797266,17.990966463143533
fish shop 2,b4:04:21:87:e2:46,zte corporation,35,83,-81,-59,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:12.478,fish shop 2,b4:04:21:87:e2:46,-58,2427,102.62303535052727,17.99155596736644
fish shop,b4:04:21:87:e2:58,zte corporation,38,72,-80,-68,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:12.478,fish shop,b4:04:21:87:e2:58,-63,2417,102.62300736054912,17.99155755996346
Lay mobile,5c:a6:e6:f1:53:41,TP-Link Corporation Limited,29,29,-84,-84,WPA2-Personal,CCMP,802.11n,7,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:15.433,Lay mobile,5c:a6:e6:f1:53:41,-62,2442,102.62410968669715,17.99111948561969
UNITEL_Numfon2024,d0:96:fb:a0:f1:c7,DZS Inc.,16,43,-90,-78,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:15.433,UNITEL_Numfon2024,d0:96:fb:a0:f1:c7,-59,2462,102.62387485284776,17.990721063166003
MV57564092,54:ef:33:b5:e3:a7,SHENZHEN BILIAN ELECTRONIC CO.，LTD,22,22,-87,-87,Open,,802.11n,11,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:17.839,MV57564092,54:ef:33:b5:e3:a7,-61,2462,102.622457136098,17.991919393973784
Wang jihua,b0:8b:92:76:35:b0,zte corporation,22,22,-87,-87,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:25.339,Wang jihua,b0:8b:92:76:35:b0,-72,2422,102.62205618712824,17.992093470961567
Show me your boobs,24:2f:d0:16:19:ae,Unknown,14,53,-91,-75,WPA2-Personal,CCMP,802.11ax,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:25.339,Show me your boobs,24:2f:d0:16:19:ae,-74,5180,102.62303535052727,17.99155596736644
Show me your boobs,24:2f:d0:16:19:af,Unknown,33,53,-82,-75,WPA2-Personal,CCMP,802.11ax,9,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:25.339,Show me your boobs,24:2f:d0:16:19:af,-68,2452,102.62303537422324,17.991555969625892
VIP CLINIC1,cc:29:bd:69:7e:10,zte corporation,22,75,-87,-67,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:29.510,VIP CLINIC1,cc:29:bd:69:7e:10,-70,2437,102.62292351767508,17.99161559474531
somdy,cc:29:bd:69:73:ea,zte corporation,31,31,-83,-83,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:32.003,somdy,cc:29:bd:69:73:ea,-80,2427,102.62303535052727,17.99155596736644
Nick,ac:99:29:72:73:d4,"HUAWEI TECHNOLOGIES CO.,LTD",24,84,-86,-57,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:32.003,Nick,ac:99:29:72:73:d4,-52,5745,102.62256181493376,17.99178490168583
Nick,ac:99:29:72:73:d0,"HUAWEI TECHNOLOGIES CO.,LTD",24,80,-86,-64,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:32.003,Nick,ac:99:29:72:73:d0,-62,2462,102.62292351767508,17.99161559474531
sk2,5c:de:34:37:aa:20,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",20,80,-88,-64,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:32.003,sk2,5c:de:34:37:aa:20,-56,2437,102.6230271044504,17.99155795925668
Forestry_WiFi,bc:22:28:49:29:e2,D-Link International,11,11,-93,-93,WPA2-Personal,CCMP,802.11ac,44,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:32.003,Forestry_WiFi,bc:22:28:49:29:e2,-90,5220,102.62396647774251,17.99159194713124
Chan,e8:f6:54:8b:13:18,"HUAWEI TECHNOLOGIES CO.,LTD",29,29,-84,-84,WPA2-Personal,CCMP,802.11ac,2,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:35.053,Chan,e8:f6:54:8b:13:18,-76,2417,102.6230271044504,17.99155795925668
REDD Meeting Room,70:4f:57:45:1d:44,"TP-LINK TECHNOLOGIES CO.,LTD.",22,22,-87,-87,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:35.053,REDD Meeting Room,70:4f:57:45:1d:44,-80,2462,102.6230353865553,17.991555984150988
sk2,5c:de:34:37:aa:22,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",53,82,-75,-61,WPA2-Personal,CCMP,802.11ac,157,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:37.555,sk2,5c:de:34:37:aa:22,-61,5785,102.62292351767508,17.99161559474531
VFMD,ac:99:29:8d:c7:5c,"HUAWEI TECHNOLOGIES CO.,LTD",26,31,-85,-83,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:37.555,VFMD,ac:99:29:8d:c7:5c,-80,2412,102.62303535052727,17.99155596736644
InnoTech,cc:29:bd:69:4b:94,zte corporation,67,80,-70,-64,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:37.555,InnoTech,cc:29:bd:69:4b:94,-62,2447,102.62292351767508,17.99161559474531
Chamepaine,f4:4c:7f:7d:fc:0c,"HUAWEI TECHNOLOGIES CO.,LTD",18,80,-89,-65,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:37.555,Chamepaine,f4:4c:7f:7d:fc:0c,-58,2462,102.62179431232676,17.992396608731024
WoW Beauty Spa,e8:6e:44:dc:ee:16,zte corporation,35,67,-81,-70,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:37.555,WoW Beauty Spa,e8:6e:44:dc:ee:16,-68,2452,102.62292351767508,17.99161559474531
GFLL2023a,04:b0:e7:6b:6a:d0,"HUAWEI TECHNOLOGIES CO.,LTD",43,43,-78,-78,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:42.212,GFLL2023a,04:b0:e7:6b:6a:d0,-74,2462,102.62303765004346,17.991572175443455
iphone,60:ce:41:0c:1c:88,"HUAWEI TECHNOLOGIES CO.,LTD",24,78,-86,-66,WPA2-Personal,CCMP,802.11ac,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:42.212,iphone,60:ce:41:0c:1c:88,-74,2427,102.62179431232676,17.992396608731024
UNITEL_Tonka,24:43:e2:40:a6:4f,DASAN Network Solutions,65,65,-71,-71,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,05:12:42.212,UNITEL_Tonka,24:43:e2:40:a6:4f,-48,2422,102.62256181493376,17.99178490168583
