SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
Noukone 1,d8:32:14:e3:55:e1,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:36:03.832,2024-11-07 03:37:52.625,Infrastructure,Unknown,60,-73,Noukone 1,d8:32:14:e3:55:e1,-85,2462,102.61675873844644,17.925122770946192
Miki,9c:65:ee:3f:91:5f,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:36:03.832,2024-11-07 03:37:52.625,Infrastructure,Unknown,40,-79,Miki,9c:65:ee:3f:91:5f,-75,2462,102.61693690547808,17.924654985288704
MV48879769,68:b9:d3:43:cb:df,"Shenzhen Trolink Technology CO, LTD",0,Open,,802.11g,6,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:36:03.832,2024-11-07 03:37:52.625,Infrastructure,Unknown,82,-61,MV48879769,68:b9:d3:43:cb:df,-69,2437,102.61690076845709,17.924751683128395
Bouahom1,14:4d:67:67:f9:64,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:36:11.501,2024-11-07 03:38:02.016,Infrastructure,Unknown,57,-74,Bouahom1,14:4d:67:67:f9:64,-89,2462,102.61675873844644,17.925122770946192
family,3c:15:fb:a5:ea:0c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:36:11.501,2024-11-07 03:38:02.016,Infrastructure,Unknown,86,-54,family,3c:15:fb:a5:ea:0c,-77,2452,102.61675873844644,17.925122770946192
DIRECT-9E-EPSON-6063DD,e2:bb:9e:60:e3:dd,Unknown,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:36:11.501,2024-11-07 03:38:02.016,Infrastructure,Unknown,26,-85,DIRECT-9E-EPSON-6063DD,e2:bb:9e:60:e3:dd,-85,2412,102.6172167727742,17.924182552584472
Anusack,e8:f6:54:7e:c4:bd,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:36:22.706,2024-11-07 03:38:17.135,Infrastructure,Unknown,24,-86,Anusack,e8:f6:54:7e:c4:bd,-91,5240,102.61648180630203,17.92679946139439
Long,04:e7:95:3d:3c:88,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:36:22.706,2024-11-07 03:38:19.765,Infrastructure,Unknown,78,-66,Long,04:e7:95:3d:3c:88,-63,2462,102.61648505618486,17.927094024456835
Ilin,30:37:b3:bb:aa:bc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:36:22.706,2024-11-07 03:38:17.135,Infrastructure,Unknown,53,-75,Ilin,30:37:b3:bb:aa:bc,-78,2437,102.61648180630203,17.92679946139439
SACK,0c:b6:d2:25:08:c0,D-Link International,0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:36:22.706,2024-11-07 03:38:17.135,Infrastructure,Unknown,53,-75,SACK,0c:b6:d2:25:08:c0,-74,2427,102.61648180630203,17.92679946139439
Ying,6c:14:6e:70:36:dc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:36:22.706,2024-11-07 03:38:17.135,Infrastructure,Unknown,82,-60,Ying,6c:14:6e:70:36:dc,-82,5745,102.61653831093238,17.926271079435853
Ying,6c:14:6e:70:36:d8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:36:22.706,2024-11-07 03:38:17.135,Infrastructure,Unknown,70,-69,Ying,6c:14:6e:70:36:d8,-88,2462,102.6164215257274,17.926448110791252
PK,dc:21:e2:97:e7:54,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:36:22.706,2024-11-07 03:38:19.765,Infrastructure,Unknown,60,-73,PK,dc:21:e2:97:e7:54,-73,2442,102.61640300655137,17.927580276181153
toshiba_ca_0067,24:59:e5:c8:bd:32,Unknown,0,Open,,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:36:22.706,2024-11-07 03:38:17.135,Infrastructure,Unknown,31,-83,toshiba_ca_0067,24:59:e5:c8:bd:32,-87,2412,102.61648180630203,17.92679946139439
Phanman-Dental-Clinic2,e4:a8:b6:bd:10:80,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:36:32.258,2024-11-07 03:38:19.765,Infrastructure,Unknown,53,-75,Phanman-Dental-Clinic2,e4:a8:b6:bd:10:80,-87,2422,102.616495629067,17.92727647203051
BYTHIDA,94:98:69:3a:d4:d0,zte corporation,0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:36:32.258,2024-11-07 03:38:19.765,Infrastructure,Unknown,82,-61,BYTHIDA,94:98:69:3a:d4:d0,-76,2422,102.61637991650665,17.927067700767587
MalLi,24:43:e2:73:9c:a8,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:36:37.407,2024-11-07 03:38:29.639,Infrastructure,Unknown,75,-67,MalLi,24:43:e2:73:9c:a8,-85,2457,102.61660208681909,17.928741425897602
phonethip,6c:14:6e:6f:92:d8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,44,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:36:37.407,2024-11-07 03:38:29.639,Infrastructure,Unknown,16,-90,phonethip,6c:14:6e:6f:92:d8,-73,5220,102.6165298713053,17.927712296335216
VIPC 2,b8:a3:86:61:d2:a9,D-Link International,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:36:37.407,2024-11-07 03:38:29.639,Infrastructure,Unknown,40,-79,VIPC 2,b8:a3:86:61:d2:a9,-86,2412,102.61655304200724,17.92809215545896
VIPC 2,b8:a3:86:61:d2:ab,D-Link International,0,WPA2-Personal,CCMP,802.11n,60,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:36:37.407,2024-11-07 03:38:29.639,Infrastructure,Unknown,18,-89,VIPC 2,b8:a3:86:61:d2:ab,-92,5300,102.6164419413236,17.92799236364523
K&B Tower,78:8c:b5:00:ec:1b,TP-Link Corporation Limited,0,OWE,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:36:52.689,2024-11-07 03:38:50.212,Infrastructure,Unknown,57,-74,K&B Tower,78:8c:b5:00:ec:1b,-81,2412,102.61656947608353,17.929549479302253
K&B Tower,50:91:e3:81:de:cc,TP-Link Corporation Limited,0,OWE,CCMP,802.11ax,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:36:52.689,2024-11-07 03:38:50.212,Infrastructure,Unknown,50,-76,K&B Tower,50:91:e3:81:de:cc,-77,2462,102.6166450809121,17.929593275578405
SLRT,60:d7:55:e4:3c:3c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:36:59.624,2024-11-07 03:38:50.212,Infrastructure,Unknown,72,-68,SLRT,60:d7:55:e4:3c:3c,-84,2417,102.6166470238358,17.929908172240385
keo1,b0:08:75:f9:bc:34,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:36:59.624,2024-11-07 03:38:50.212,Infrastructure,Unknown,46,-77,keo1,b0:08:75:f9:bc:34,-85,5745,102.61656714583978,17.930058636554175
keo1,b0:08:75:f9:bc:30,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:36:59.624,2024-11-07 03:38:50.212,Infrastructure,Unknown,50,-76,keo1,b0:08:75:f9:bc:30,-88,2447,102.61656947608353,17.929549479302253
Nok salon,b0:08:75:f9:d3:f8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:37:06.411,2024-11-07 03:38:58.290,Infrastructure,Unknown,62,-72,Nok salon,b0:08:75:f9:d3:f8,-82,2457,102.61649312795,17.930559637321917
Laok,e8:f6:54:8b:1a:6d,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:37:14.357,2024-11-07 03:39:10.271,Infrastructure,Unknown,16,-90,Laok,e8:f6:54:8b:1a:6d,-87,5200,102.61640795650266,17.93212362808065
VKX Wifi,5c:64:7a:c0:b9:8c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:37:14.357,2024-11-07 03:39:07.443,Infrastructure,Unknown,24,-86,VKX Wifi,5c:64:7a:c0:b9:8c,-87,2412,102.61649143762978,17.93165460448911
CHAS-WiFi-C,1c:5f:2b:d6:97:56,D-Link International,0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:37:31.877,2024-11-07 03:39:32.742,Infrastructure,Unknown,72,-68,CHAS-WiFi-C,1c:5f:2b:d6:97:56,-79,2462,102.61674288424956,17.933917612389955
Cambodia,ac:f9:70:1a:05:d8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:37:31.877,2024-11-07 03:39:22.125,Infrastructure,Unknown,46,-77,Cambodia,ac:f9:70:1a:05:d8,-86,2432,102.61656510260936,17.93367906581455
CHAS-WiFi-Meeting Room (2.4G),14:4d:67:1d:59:c4,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:37:36.671,2024-11-07 03:39:22.125,Infrastructure,Unknown,53,-75,CHAS-WiFi-Meeting Room (2.4G),14:4d:67:1d:59:c4,-83,2412,102.61667679704932,17.93421329501469
NCLE Zone_C_5G,2c:5d:93:14:d3:4c,Ruckus Wireless,0,WPA2-Personal,CCMP,802.11n,44,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:37:36.671,2024-11-07 03:39:22.125,Infrastructure,Unknown,13,-92,NCLE Zone_C_5G,2c:5d:93:14:d3:4c,-90,5220,102.61674288424956,17.933917612389955
DIRECT-15-HP Laser 137fnw,52:81:40:d0:99:15,Unknown,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:37:36.671,2024-11-07 03:39:22.125,Infrastructure,Unknown,24,-86,DIRECT-15-HP Laser 137fnw,52:81:40:d0:99:15,-85,2412,102.61667679704932,17.93421329501469
KT 302 F3,b4:04:21:87:fe:a8,zte corporation,0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:37:52.625,2024-11-07 03:39:32.742,Infrastructure,Unknown,26,-85,KT 302 F3,b4:04:21:87:fe:a8,-88,2442,102.61719808086022,17.935711475226448
jobou,58:d9:d5:1d:e6:b1,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:38:02.016,2024-11-07 03:39:46.117,Infrastructure,Unknown,38,-80,jobou,58:d9:d5:1d:e6:b1,-83,2462,102.61735771722412,17.93619858828142
OFFICE@03-1,60:e3:27:aa:2d:5a,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:38:02.016,2024-11-07 03:39:46.117,Infrastructure,Unknown,22,-87,OFFICE@03-1,60:e3:27:aa:2d:5a,-88,2447,102.61762500390988,17.936766281604918
INTERPOL 5G,6c:14:6e:6f:63:f4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:38:02.016,2024-11-07 03:39:46.117,Infrastructure,Unknown,18,-89,INTERPOL 5G,6c:14:6e:6f:63:f4,-88,5745,102.61737727869571,17.935946087928773
vientiane12345,ac:85:3d:1e:5e:1c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:38:02.016,2024-11-07 03:39:46.117,Infrastructure,Unknown,29,-84,vientiane12345,ac:85:3d:1e:5e:1c,-85,2417,102.61735771722412,17.93619858828142
HQ_BUS STATION_KM3,14:4d:67:0b:67:34,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:38:11.535,2024-11-07 03:39:46.117,Infrastructure,Unknown,20,-88,HQ_BUS STATION_KM3,14:4d:67:0b:67:34,-89,2462,102.61780363151291,17.93767109514529
CastleLRS,9c:a2:f4:86:c3:72,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11ac,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:38:19.765,2024-11-07 03:40:07.853,Infrastructure,Unknown,20,-88,CastleLRS,9c:a2:f4:86:c3:72,-93,2447,102.61780363151291,17.93767109514529
RecClub,c2:b8:e6:80:cc:6a,Unknown,0,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:38:23.811,2024-11-07 03:40:48.428,Infrastructure,Unknown,46,-77,RecClub,c2:b8:e6:80:cc:6a,-90,2462,102.617884965346,17.938209377694978
PNA-NET,2c:33:11:4f:d2:0d,"Cisco Systems, Inc",0,WPA2-Enterprise,CCMP,802.11ac,36,0.0,0.0,"12,18,24,36,48,54",,2024-11-07 03:38:29.639,2024-11-07 03:40:48.428,Infrastructure,Unknown,35,-81,PNA-NET,2c:33:11:4f:d2:0d,-89,5180,102.61795355386394,17.938044173290052
X-Link 9A6C,ec:3d:fd:6e:9a:6c,SHENZHEN BILIAN ELECTRONIC CO.，LTD,0,Open,,802.11n,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:38:33.182,2024-11-07 03:43:16.270,Infrastructure,Unknown,29,-84,X-Link 9A6C,ec:3d:fd:6e:9a:6c,-80,5180,102.61867934174548,17.953298556364903
wireless-1005,c8:ee:a6:5e:73:c7,"Shenzhen SHX Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:38:55.565,2024-11-07 03:40:48.428,Infrastructure,Unknown,26,-85,wireless-1005,c8:ee:a6:5e:73:c7,-75,2417,102.61807148009878,17.939153215705964
Diplomatic_WiFi,44:d1:fa:16:e1:6a,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:00.167,2024-11-07 03:40:48.428,Infrastructure,Unknown,29,-84,Diplomatic_WiFi,44:d1:fa:16:e1:6a,-75,2452,102.61862435098138,17.942433782159622
Dipromatic WIFI,44:d1:fa:63:3d:eb,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:03.743,2024-11-07 03:40:59.947,Infrastructure,Unknown,22,-87,Dipromatic WIFI,44:d1:fa:63:3d:eb,-92,5745,102.61804186219624,17.938780135200876
Diplomatic_WiFi,44:d1:fa:2b:61:52,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:03.743,2024-11-07 03:41:27.658,Infrastructure,Unknown,82,-61,Diplomatic_WiFi,44:d1:fa:2b:61:52,-84,2452,102.61887996566894,17.93917999600002
Galaxy Z Fold4C99D,32:ea:52:15:22:a8,Unknown,0,WPA2-Personal,CCMP,802.11ac,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:10.271,2024-11-07 03:40:59.947,Infrastructure,Unknown,20,-88,Galaxy Z Fold4C99D,32:ea:52:15:22:a8,-87,2437,102.61817306571236,17.94005499458742
Meething roow new,6c:14:6e:71:fd:a4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:39:13.659,2024-11-07 03:40:59.947,Infrastructure,Unknown,38,-80,Meething roow new,6c:14:6e:71:fd:a4,-83,2412,102.61855962074674,17.939271294939523
EZVIZ_BC7549286,54:d6:0d:b9:14:05,Unknown,0,WPA2-Personal,CCMP,802.11g,3,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:17.215,2024-11-07 03:40:59.947,Infrastructure,Unknown,85,-55,EZVIZ_BC7549286,54:d6:0d:b9:14:05,-89,2422,102.618107955147,17.939596077407696
HUAWEI-5G-Nv9y,d8:6d:17:9f:7a:31,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:22.125,2024-11-07 03:41:16.046,Infrastructure,Unknown,20,-88,HUAWEI-5G-Nv9y,d8:6d:17:9f:7a:31,-92,5200,102.61817306571236,17.94005499458742
LZ02_MM03,20:23:51:07:15:cb,Unknown,0,WPA2-Personal,CCMP,802.11ax,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:22.125,2024-11-07 03:41:27.658,Infrastructure,Unknown,40,-79,LZ02_MM03,20:23:51:07:15:cb,-79,5200,102.61851128329546,17.941943784477488
delilao_room,f4:28:53:a0:39:dc,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:22.125,2024-11-07 03:41:16.046,Infrastructure,Unknown,20,-88,delilao_room,f4:28:53:a0:39:dc,-84,2412,102.61823921505562,17.94044329411602
SL1206-4,24:43:e2:73:9e:58,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:39:22.125,2024-11-07 03:40:59.947,Infrastructure,Unknown,81,-62,SL1206-4,24:43:e2:73:9e:58,-75,2432,102.61823921505562,17.94044329411602
"MOCCA996,5",e8:f6:54:bd:4c:dd,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:22.125,2024-11-07 03:41:16.046,Infrastructure,Unknown,10,-94,"MOCCA996,5",e8:f6:54:bd:4c:dd,-92,5180,102.61823921505562,17.94044329411602
Dipromatic WIFI,44:d1:fa:2b:61:53,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:22.125,2024-11-07 03:41:16.046,Infrastructure,Unknown,26,-85,Dipromatic WIFI,44:d1:fa:2b:61:53,-81,5745,102.61851128329546,17.941943784477488
Dipromatic WIFI,44:d1:fa:2b:60:e3,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:22.125,2024-11-07 03:41:27.658,Infrastructure,Unknown,57,-74,Dipromatic WIFI,44:d1:fa:2b:60:e3,-83,5745,102.61876141788608,17.942942336260277
Vanmany5-3_5G,50:0f:f5:3e:c4:05,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11ac,161,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:32.742,2024-11-07 03:41:16.046,Infrastructure,Unknown,16,-90,Vanmany5-3_5G,50:0f:f5:3e:c4:05,-88,5805,102.62127644833272,17.939299346116044
Panichit,c8:c4:65:f0:63:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:32.742,2024-11-07 03:41:16.046,Infrastructure,Unknown,26,-85,Panichit,c8:c4:65:f0:63:e0,-89,5745,102.61823921505562,17.94044329411602
66666666,cc:d8:43:3e:61:39,Unknown,0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:39:32.742,2024-11-07 03:41:16.046,Infrastructure,Unknown,67,-70,66666666,cc:d8:43:3e:61:39,-89,2452,102.618308467394,17.94090987111231
Diplomatic_WiFi,44:d1:fa:2b:61:46,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:32.742,2024-11-07 03:41:27.658,Infrastructure,Unknown,80,-64,Diplomatic_WiFi,44:d1:fa:2b:61:46,-88,2452,102.61840111554206,17.94144598481048
Diplomatic_WiFi,44:d1:fa:2b:61:76,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:32.742,2024-11-07 03:41:27.658,Infrastructure,Unknown,80,-64,Diplomatic_WiFi,44:d1:fa:2b:61:76,-63,2422,102.61888043514014,17.943326228263178
Diplomatic_WiFi,44:d1:fa:2b:64:ca,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:32.742,2024-11-07 03:41:27.658,Infrastructure,Unknown,80,-65,Diplomatic_WiFi,44:d1:fa:2b:64:ca,-72,2422,102.6190240148604,17.943708567308594
Diplomatic_WiFi,44:d1:fa:63:3e:1a,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:32.742,2024-11-07 03:41:27.658,Infrastructure,Unknown,78,-66,Diplomatic_WiFi,44:d1:fa:63:3e:1a,-70,2412,102.61876141788608,17.942942336260277
Diplomatic_WiFi,44:d1:fa:2b:61:02,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:32.742,2024-11-07 03:41:27.658,Infrastructure,Unknown,83,-58,Diplomatic_WiFi,44:d1:fa:2b:61:02,-77,2412,102.61879117919842,17.943039700480014
Diplomatic_WiFi,44:d1:fa:2b:62:1a,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:32.742,2024-11-07 03:41:27.658,Infrastructure,Unknown,70,-69,Diplomatic_WiFi,44:d1:fa:2b:62:1a,-67,2452,102.61955637058892,17.944920263820336
SMP AUTO,a8:6e:84:7f:7d:83,Unknown,0,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:46.117,2024-11-07 03:41:27.658,Infrastructure,Unknown,67,-70,SMP AUTO,a8:6e:84:7f:7d:83,-80,5240,102.61851128329546,17.941943784477488
SMP AUTO,a8:6e:84:7f:7d:82,Unknown,0,WPA2-Personal,CCMP,802.11ax,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:39:46.117,2024-11-07 03:41:27.658,Infrastructure,Unknown,78,-66,SMP AUTO,a8:6e:84:7f:7d:82,-66,2437,102.61851128329546,17.941943784477488
Dipromatic WIFI,44:d1:fa:2b:62:03,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:46.117,2024-11-07 03:41:27.658,Infrastructure,Unknown,40,-79,Dipromatic WIFI,44:d1:fa:2b:62:03,-78,5745,102.61862435098138,17.942433782159622
Dipromatic WIFI,44:d1:fa:2b:61:1f,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:46.117,2024-11-07 03:41:27.658,Infrastructure,Unknown,57,-74,Dipromatic WIFI,44:d1:fa:2b:61:1f,-81,5180,102.61862435098138,17.942433782159622
Dipromatic WIFI,44:d1:fa:2b:61:73,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:46.117,2024-11-07 03:41:27.658,Infrastructure,Unknown,50,-76,Dipromatic WIFI,44:d1:fa:2b:61:73,-79,5745,102.61876141788608,17.942942336260277
Dipromatic WIFI,44:d1:fa:2b:62:1b,"Shenzhen Yunlink Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:39:46.117,2024-11-07 03:41:27.658,Infrastructure,Unknown,57,-74,Dipromatic WIFI,44:d1:fa:2b:62:1b,-80,5745,102.61864909323462,17.94253635516502
